Step	Forager	Beta	Category	Need	Value
0	24	2.5	TOOLS	needarrow	['specie_555']
0	25	2.5	EAT	eatpro	['specie_1658']
0	25	2.5	EAT	eatfat	['specie_1658']
0	25	2.5	EAT	eatcarb	['specie_1658']
0	25	2.5	ILLNESS	treatpain	['specie_1658']
0	25	2.5	ILLNESS	treatwound	['specie_1658']
0	25	2.5	ILLNESS	treatfever	['specie_1658']
0	25	2.5	SHELTER	needclothes	['specie_1658']
0	25	2.5	SHELTER	needshoes	['specie_1658']
0	25	2.5	SHELTER	needwood	['specie_1658']
0	25	2.5	TOOLS	needbasket	['specie_1658']
0	25	2.5	TOOLS	needaxe	['specie_1658']
0	25	2.5	TOOLS	needarrow	['specie_1658']
0	26	2.5	EAT	eatpro	['specie_1']
0	26	2.5	EAT	eatfat	['specie_1']
0	26	2.5	EAT	eatcarb	['specie_1']
0	26	2.5	ILLNESS	treatpain	['specie_1']
0	26	2.5	ILLNESS	treatwound	['specie_1']
0	26	2.5	ILLNESS	treatfever	['specie_1']
0	26	2.5	SHELTER	needclothes	['specie_1']
0	26	2.5	SHELTER	needshoes	['specie_1']
0	26	2.5	SHELTER	needwood	['specie_1']
0	26	2.5	TOOLS	needbasket	['specie_1']
0	26	2.5	TOOLS	needaxe	['specie_1']
0	26	2.5	TOOLS	needarrow	['specie_1']
0	27	2.5	EAT	eatpro	['specie_1577']
0	27	2.5	EAT	eatfat	['specie_1577']
0	27	2.5	EAT	eatcarb	['specie_1577']
0	27	2.5	ILLNESS	treatpain	['specie_1577']
0	27	2.5	ILLNESS	treatwound	['specie_1577']
0	27	2.5	ILLNESS	treatfever	['specie_1577']
0	27	2.5	SHELTER	needclothes	['specie_1577']
0	27	2.5	SHELTER	needshoes	['specie_1577']
0	27	2.5	SHELTER	needwood	['specie_1577']
0	27	2.5	TOOLS	needbasket	['specie_1577']
0	27	2.5	TOOLS	needaxe	['specie_1577']
0	27	2.5	TOOLS	needarrow	['specie_1577']
0	28	2.5	EAT	eatpro	['specie_240']
0	28	2.5	EAT	eatfat	['specie_240']
0	28	2.5	EAT	eatcarb	['specie_240']
0	28	2.5	ILLNESS	treatpain	['specie_240']
0	28	2.5	ILLNESS	treatwound	['specie_240']
0	28	2.5	ILLNESS	treatfever	['specie_240']
0	28	2.5	SHELTER	needclothes	['specie_240']
0	28	2.5	SHELTER	needshoes	['specie_240']
0	28	2.5	SHELTER	needwood	['specie_240']
0	28	2.5	TOOLS	needbasket	['specie_240']
0	28	2.5	TOOLS	needaxe	['specie_240']
0	28	2.5	TOOLS	needarrow	['specie_240']
0	29	2.5	EAT	eatpro	['specie_1476']
0	29	2.5	EAT	eatfat	['specie_1476']
0	29	2.5	EAT	eatcarb	['specie_1476']
0	29	2.5	ILLNESS	treatpain	['specie_1476']
0	29	2.5	ILLNESS	treatwound	['specie_1476']
0	29	2.5	ILLNESS	treatfever	['specie_1476']
0	29	2.5	SHELTER	needclothes	['specie_1476']
0	29	2.5	SHELTER	needshoes	['specie_1476']
0	29	2.5	SHELTER	needwood	['specie_1476']
0	29	2.5	TOOLS	needbasket	['specie_1476']
0	29	2.5	TOOLS	needaxe	['specie_1476']
0	29	2.5	TOOLS	needarrow	['specie_1476']
0	30	2.5	EAT	eatpro	['specie_1530']
0	30	2.5	EAT	eatfat	['specie_1530']
0	30	2.5	EAT	eatcarb	['specie_1530']
0	30	2.5	ILLNESS	treatpain	['specie_1530']
0	30	2.5	ILLNESS	treatwound	['specie_1530']
0	30	2.5	ILLNESS	treatfever	['specie_1530']
0	30	2.5	SHELTER	needclothes	['specie_1530']
0	30	2.5	SHELTER	needshoes	['specie_1530']
0	30	2.5	SHELTER	needwood	['specie_1530']
0	30	2.5	TOOLS	needbasket	['specie_1530']
0	30	2.5	TOOLS	needaxe	['specie_1530']
0	30	2.5	TOOLS	needarrow	['specie_1530']
0	31	2.5	EAT	eatpro	['specie_970']
0	31	2.5	EAT	eatfat	['specie_970']
0	31	2.5	EAT	eatcarb	['specie_970']
0	31	2.5	ILLNESS	treatpain	['specie_970']
0	31	2.5	ILLNESS	treatwound	['specie_970']
0	31	2.5	ILLNESS	treatfever	['specie_970']
0	31	2.5	SHELTER	needclothes	['specie_970']
0	31	2.5	SHELTER	needshoes	['specie_970']
0	31	2.5	SHELTER	needwood	['specie_970']
0	31	2.5	TOOLS	needbasket	['specie_970']
0	31	2.5	TOOLS	needaxe	['specie_970']
0	31	2.5	TOOLS	needarrow	['specie_970']
0	32	2.5	EAT	eatpro	['specie_223']
0	32	2.5	EAT	eatfat	['specie_223']
0	32	2.5	EAT	eatcarb	['specie_223']
0	32	2.5	ILLNESS	treatpain	['specie_223']
0	32	2.5	ILLNESS	treatwound	['specie_223']
0	32	2.5	ILLNESS	treatfever	['specie_223']
0	32	2.5	SHELTER	needclothes	['specie_223']
0	32	2.5	SHELTER	needshoes	['specie_223']
0	32	2.5	SHELTER	needwood	['specie_223']
0	32	2.5	TOOLS	needbasket	['specie_223']
0	32	2.5	TOOLS	needaxe	['specie_223']
0	32	2.5	TOOLS	needarrow	['specie_223']
0	33	2.5	EAT	eatpro	['specie_1322']
0	33	2.5	EAT	eatfat	['specie_1322']
0	33	2.5	EAT	eatcarb	['specie_1322']
0	33	2.5	ILLNESS	treatpain	['specie_1322']
0	33	2.5	ILLNESS	treatwound	['specie_1322']
0	33	2.5	ILLNESS	treatfever	['specie_1322']
0	33	2.5	SHELTER	needclothes	['specie_1322']
0	33	2.5	SHELTER	needshoes	['specie_1322']
0	33	2.5	SHELTER	needwood	['specie_1322']
0	33	2.5	TOOLS	needbasket	['specie_1322']
0	33	2.5	TOOLS	needaxe	['specie_1322']
0	33	2.5	TOOLS	needarrow	['specie_1322']
0	34	2.5	EAT	eatpro	['specie_980']
0	34	2.5	EAT	eatfat	['specie_980']
0	34	2.5	EAT	eatcarb	['specie_980']
0	34	2.5	ILLNESS	treatpain	['specie_980']
0	34	2.5	ILLNESS	treatwound	['specie_980']
0	34	2.5	ILLNESS	treatfever	['specie_980']
0	34	2.5	SHELTER	needclothes	['specie_980']
0	34	2.5	SHELTER	needshoes	['specie_980']
0	34	2.5	SHELTER	needwood	['specie_980']
0	34	2.5	TOOLS	needbasket	['specie_980']
0	34	2.5	TOOLS	needaxe	['specie_980']
0	34	2.5	TOOLS	needarrow	['specie_980']
0	35	2.5	EAT	eatpro	['specie_696']
0	35	2.5	EAT	eatfat	['specie_696']
0	35	2.5	EAT	eatcarb	['specie_696']
0	35	2.5	ILLNESS	treatpain	['specie_696']
0	35	2.5	ILLNESS	treatwound	['specie_696']
0	35	2.5	ILLNESS	treatfever	['specie_696']
0	35	2.5	SHELTER	needclothes	['specie_696']
0	35	2.5	SHELTER	needshoes	['specie_696']
0	35	2.5	SHELTER	needwood	['specie_696']
0	35	2.5	TOOLS	needbasket	['specie_696']
0	35	2.5	TOOLS	needaxe	['specie_696']
0	35	2.5	TOOLS	needarrow	['specie_696']
0	36	2.5	EAT	eatpro	['specie_446']
0	36	2.5	EAT	eatfat	['specie_446']
0	36	2.5	EAT	eatcarb	['specie_446']
0	36	2.5	ILLNESS	treatpain	['specie_446']
0	36	2.5	ILLNESS	treatwound	['specie_446']
0	36	2.5	ILLNESS	treatfever	['specie_446']
0	36	2.5	SHELTER	needclothes	['specie_446']
0	36	2.5	SHELTER	needshoes	['specie_446']
0	36	2.5	SHELTER	needwood	['specie_446']
0	36	2.5	TOOLS	needbasket	['specie_446']
0	36	2.5	TOOLS	needaxe	['specie_446']
0	36	2.5	TOOLS	needarrow	['specie_446']
0	37	2.5	EAT	eatpro	['specie_551']
0	37	2.5	EAT	eatfat	['specie_551']
0	37	2.5	EAT	eatcarb	['specie_551']
0	37	2.5	ILLNESS	treatpain	['specie_551']
0	37	2.5	ILLNESS	treatwound	['specie_551']
0	37	2.5	ILLNESS	treatfever	['specie_551']
0	37	2.5	SHELTER	needclothes	['specie_551']
0	37	2.5	SHELTER	needshoes	['specie_551']
0	37	2.5	SHELTER	needwood	['specie_551']
0	37	2.5	TOOLS	needbasket	['specie_551']
0	37	2.5	TOOLS	needaxe	['specie_551']
0	37	2.5	TOOLS	needarrow	['specie_551']
0	38	2.5	EAT	eatpro	['specie_623']
0	38	2.5	EAT	eatfat	['specie_623']
0	38	2.5	EAT	eatcarb	['specie_623']
0	38	2.5	ILLNESS	treatpain	['specie_623']
0	38	2.5	ILLNESS	treatwound	['specie_623']
0	38	2.5	ILLNESS	treatfever	['specie_623']
0	38	2.5	SHELTER	needclothes	['specie_623']
0	38	2.5	SHELTER	needshoes	['specie_623']
0	38	2.5	SHELTER	needwood	['specie_623']
0	38	2.5	TOOLS	needbasket	['specie_623']
0	38	2.5	TOOLS	needaxe	['specie_623']
0	38	2.5	TOOLS	needarrow	['specie_623']
0	39	2.5	EAT	eatpro	['specie_871']
0	39	2.5	EAT	eatfat	['specie_871']
0	39	2.5	EAT	eatcarb	['specie_871']
0	39	2.5	ILLNESS	treatpain	['specie_871']
0	39	2.5	ILLNESS	treatwound	['specie_871']
0	39	2.5	ILLNESS	treatfever	['specie_871']
0	39	2.5	SHELTER	needclothes	['specie_871']
0	39	2.5	SHELTER	needshoes	['specie_871']
0	39	2.5	SHELTER	needwood	['specie_871']
0	39	2.5	TOOLS	needbasket	['specie_871']
0	39	2.5	TOOLS	needaxe	['specie_871']
0	39	2.5	TOOLS	needarrow	['specie_871']
0	40	2.5	EAT	eatpro	['specie_1265']
0	40	2.5	EAT	eatfat	['specie_1265']
0	40	2.5	EAT	eatcarb	['specie_1265']
0	40	2.5	ILLNESS	treatpain	['specie_1265']
0	40	2.5	ILLNESS	treatwound	['specie_1265']
0	40	2.5	ILLNESS	treatfever	['specie_1265']
0	40	2.5	SHELTER	needclothes	['specie_1265']
0	40	2.5	SHELTER	needshoes	['specie_1265']
0	40	2.5	SHELTER	needwood	['specie_1265']
0	40	2.5	TOOLS	needbasket	['specie_1265']
0	40	2.5	TOOLS	needaxe	['specie_1265']
0	40	2.5	TOOLS	needarrow	['specie_1265']
0	41	2.5	EAT	eatpro	['specie_828']
0	41	2.5	EAT	eatfat	['specie_828']
0	41	2.5	EAT	eatcarb	['specie_828']
0	41	2.5	ILLNESS	treatpain	['specie_828']
0	41	2.5	ILLNESS	treatwound	['specie_828']
0	41	2.5	ILLNESS	treatfever	['specie_828']
0	41	2.5	SHELTER	needclothes	['specie_828']
0	41	2.5	SHELTER	needshoes	['specie_828']
0	41	2.5	SHELTER	needwood	['specie_828']
0	41	2.5	TOOLS	needbasket	['specie_828']
0	41	2.5	TOOLS	needaxe	['specie_828']
0	41	2.5	TOOLS	needarrow	['specie_828']
0	42	2.5	EAT	eatpro	['specie_945']
0	42	2.5	EAT	eatfat	['specie_945']
0	42	2.5	EAT	eatcarb	['specie_945']
0	42	2.5	ILLNESS	treatpain	['specie_945']
0	42	2.5	ILLNESS	treatwound	['specie_945']
0	42	2.5	ILLNESS	treatfever	['specie_945']
0	42	2.5	SHELTER	needclothes	['specie_945']
0	42	2.5	SHELTER	needshoes	['specie_945']
0	42	2.5	SHELTER	needwood	['specie_945']
0	42	2.5	TOOLS	needbasket	['specie_945']
0	42	2.5	TOOLS	needaxe	['specie_945']
0	42	2.5	TOOLS	needarrow	['specie_945']
0	43	2.5	EAT	eatpro	['specie_748']
0	43	2.5	EAT	eatfat	['specie_748']
0	43	2.5	EAT	eatcarb	['specie_748']
0	43	2.5	ILLNESS	treatpain	['specie_748']
0	43	2.5	ILLNESS	treatwound	['specie_748']
0	43	2.5	ILLNESS	treatfever	['specie_748']
0	43	2.5	SHELTER	needclothes	['specie_748']
0	43	2.5	SHELTER	needshoes	['specie_748']
0	43	2.5	SHELTER	needwood	['specie_748']
0	43	2.5	TOOLS	needbasket	['specie_748']
0	43	2.5	TOOLS	needaxe	['specie_748']
0	43	2.5	TOOLS	needarrow	['specie_748']
0	44	2.5	EAT	eatpro	['specie_1342']
0	44	2.5	EAT	eatfat	['specie_1342']
0	44	2.5	EAT	eatcarb	['specie_1342']
0	44	2.5	ILLNESS	treatpain	['specie_1342']
0	44	2.5	ILLNESS	treatwound	['specie_1342']
0	44	2.5	ILLNESS	treatfever	['specie_1342']
0	44	2.5	SHELTER	needclothes	['specie_1342']
0	44	2.5	SHELTER	needshoes	['specie_1342']
