Step,Forager,Beta,Category,Need,Value
0,5,2.5,ILLNESS,treatfever,['specie_1509']
0,5,2.5,SHELTER,needclothes,['specie_1509']
0,5,2.5,SHELTER,needshoes,['specie_1509']
0,5,2.5,SHELTER,needwood,['specie_1509']
0,5,2.5,TOOLS,needbasket,['specie_1509']
0,5,2.5,TOOLS,needaxe,['specie_1509']
0,5,2.5,TOOLS,needarrow,['specie_1509']
0,6,2.5,EAT,eatpro,['specie_1575']
0,6,2.5,EAT,eatfat,['specie_1575']
0,6,2.5,EAT,eatcarb,['specie_1575']
0,6,2.5,ILLNESS,treatpain,['specie_1575']
0,6,2.5,ILLNESS,treatwound,['specie_1575']
0,6,2.5,ILLNESS,treatfever,['specie_1575']
0,6,2.5,SHELTER,needclothes,['specie_1575']
0,6,2.5,SHELTER,needshoes,['specie_1575']
0,6,2.5,SHELTER,needwood,['specie_1575']
0,6,2.5,TOOLS,needbasket,['specie_1575']
0,6,2.5,TOOLS,needaxe,['specie_1575']
0,6,2.5,TOOLS,needarrow,['specie_1575']
0,7,2.5,EAT,eatpro,['specie_1315']
0,7,2.5,EAT,eatfat,['specie_1315']
0,7,2.5,EAT,eatcarb,['specie_1315']
0,7,2.5,ILLNESS,treatpain,['specie_1315']
0,7,2.5,ILLNESS,treatwound,['specie_1315']
0,7,2.5,ILLNESS,treatfever,['specie_1315']
0,7,2.5,SHELTER,needclothes,['specie_1315']
0,7,2.5,SHELTER,needshoes,['specie_1315']
0,7,2.5,SHELTER,needwood,['specie_1315']
0,7,2.5,TOOLS,needbasket,['specie_1315']
0,7,2.5,TOOLS,needaxe,['specie_1315']
0,7,2.5,TOOLS,needarrow,['specie_1315']
0,8,2.5,EAT,eatpro,['specie_1322']
0,8,2.5,EAT,eatfat,['specie_1322']
0,8,2.5,EAT,eatcarb,['specie_1322']
0,8,2.5,ILLNESS,treatpain,['specie_1322']
0,8,2.5,ILLNESS,treatwound,['specie_1322']
0,8,2.5,ILLNESS,treatfever,['specie_1322']
0,8,2.5,SHELTER,needclothes,['specie_1322']
0,8,2.5,SHELTER,needshoes,['specie_1322']
0,8,2.5,SHELTER,needwood,['specie_1322']
0,8,2.5,TOOLS,needbasket,['specie_1322']
0,8,2.5,TOOLS,needaxe,['specie_1322']
0,8,2.5,TOOLS,needarrow,['specie_1322']
0,9,2.5,EAT,eatpro,['specie_1245']
0,9,2.5,EAT,eatfat,['specie_1245']
0,9,2.5,EAT,eatcarb,['specie_1245']
0,9,2.5,ILLNESS,treatpain,['specie_1245']
0,9,2.5,ILLNESS,treatwound,['specie_1245']
0,9,2.5,ILLNESS,treatfever,['specie_1245']
0,9,2.5,SHELTER,needclothes,['specie_1245']
0,9,2.5,SHELTER,needshoes,['specie_1245']
0,9,2.5,SHELTER,needwood,['specie_1245']
0,9,2.5,TOOLS,needbasket,['specie_1245']
0,9,2.5,TOOLS,needaxe,['specie_1245']
0,9,2.5,TOOLS,needarrow,['specie_1245']
0,10,2.5,EAT,eatpro,['specie_1605']
0,10,2.5,EAT,eatfat,['specie_1605']
0,10,2.5,EAT,eatcarb,['specie_1605']
0,10,2.5,ILLNESS,treatpain,['specie_1605']
0,10,2.5,ILLNESS,treatwound,['specie_1605']
0,10,2.5,ILLNESS,treatfever,['specie_1605']
0,10,2.5,SHELTER,needclothes,['specie_1605']
0,10,2.5,SHELTER,needshoes,['specie_1605']
0,10,2.5,SHELTER,needwood,['specie_1605']
0,10,2.5,TOOLS,needbasket,['specie_1605']
0,10,2.5,TOOLS,needaxe,['specie_1605']
0,10,2.5,TOOLS,needarrow,['specie_1605']
0,11,2.5,EAT,eatpro,['specie_1184']
0,11,2.5,EAT,eatfat,['specie_1184']
0,11,2.5,EAT,eatcarb,['specie_1184']
0,11,2.5,ILLNESS,treatpain,['specie_1184']
0,11,2.5,ILLNESS,treatwound,['specie_1184']
0,11,2.5,ILLNESS,treatfever,['specie_1184']
0,11,2.5,SHELTER,needclothes,['specie_1184']
0,11,2.5,SHELTER,needshoes,['specie_1184']
0,11,2.5,SHELTER,needwood,['specie_1184']
0,11,2.5,TOOLS,needbasket,['specie_1184']
0,11,2.5,TOOLS,needaxe,['specie_1184']
0,11,2.5,TOOLS,needarrow,['specie_1184']
0,12,2.5,EAT,eatpro,['specie_280']
0,12,2.5,EAT,eatfat,['specie_280']
0,12,2.5,EAT,eatcarb,['specie_280']
0,12,2.5,ILLNESS,treatpain,['specie_280']
0,12,2.5,ILLNESS,treatwound,['specie_280']
0,12,2.5,ILLNESS,treatfever,['specie_280']
0,12,2.5,SHELTER,needclothes,['specie_280']
0,12,2.5,SHELTER,needshoes,['specie_280']
0,12,2.5,SHELTER,needwood,['specie_280']
0,12,2.5,TOOLS,needbasket,['specie_280']
0,12,2.5,TOOLS,needaxe,['specie_280']
0,12,2.5,TOOLS,needarrow,['specie_280']
0,13,2.5,EAT,eatpro,['specie_1081']
0,13,2.5,EAT,eatfat,['specie_1081']
0,13,2.5,EAT,eatcarb,['specie_1081']
0,13,2.5,ILLNESS,treatpain,['specie_1081']
0,13,2.5,ILLNESS,treatwound,['specie_1081']
0,13,2.5,ILLNESS,treatfever,['specie_1081']
0,13,2.5,SHELTER,needclothes,['specie_1081']
0,13,2.5,SHELTER,needshoes,['specie_1081']
0,13,2.5,SHELTER,needwood,['specie_1081']
0,13,2.5,TOOLS,needbasket,['specie_1081']
0,13,2.5,TOOLS,needaxe,['specie_1081']
0,13,2.5,TOOLS,needarrow,['specie_1081']
0,14,2.5,EAT,eatpro,['specie_305']
0,14,2.5,EAT,eatfat,['specie_305']
0,14,2.5,EAT,eatcarb,['specie_305']
0,14,2.5,ILLNESS,treatpain,['specie_305']
0,14,2.5,ILLNESS,treatwound,['specie_305']
0,14,2.5,ILLNESS,treatfever,['specie_305']
0,14,2.5,SHELTER,needclothes,['specie_305']
0,14,2.5,SHELTER,needshoes,['specie_305']
0,14,2.5,SHELTER,needwood,['specie_305']
0,14,2.5,TOOLS,needbasket,['specie_305']
0,14,2.5,TOOLS,needaxe,['specie_305']
0,14,2.5,TOOLS,needarrow,['specie_305']
0,15,2.5,EAT,eatpro,['specie_1360']
0,15,2.5,EAT,eatfat,['specie_1360']
0,15,2.5,EAT,eatcarb,['specie_1360']
0,15,2.5,ILLNESS,treatpain,['specie_1360']
0,15,2.5,ILLNESS,treatwound,['specie_1360']
0,15,2.5,ILLNESS,treatfever,['specie_1360']
0,15,2.5,SHELTER,needclothes,['specie_1360']
0,15,2.5,SHELTER,needshoes,['specie_1360']
0,15,2.5,SHELTER,needwood,['specie_1360']
0,15,2.5,TOOLS,needbasket,['specie_1360']
0,15,2.5,TOOLS,needaxe,['specie_1360']
0,15,2.5,TOOLS,needarrow,['specie_1360']
0,16,2.5,EAT,eatpro,['specie_525']
0,16,2.5,EAT,eatfat,['specie_525']
0,16,2.5,EAT,eatcarb,['specie_525']
0,16,2.5,ILLNESS,treatpain,['specie_525']
0,16,2.5,ILLNESS,treatwound,['specie_525']
0,16,2.5,ILLNESS,treatfever,['specie_525']
0,16,2.5,SHELTER,needclothes,['specie_525']
0,16,2.5,SHELTER,needshoes,['specie_525']
0,16,2.5,SHELTER,needwood,['specie_525']
0,16,2.5,TOOLS,needbasket,['specie_525']
0,16,2.5,TOOLS,needaxe,['specie_525']
0,16,2.5,TOOLS,needarrow,['specie_525']
0,17,2.5,EAT,eatpro,['specie_1169']
0,17,2.5,EAT,eatfat,['specie_1169']
0,17,2.5,EAT,eatcarb,['specie_1169']
0,17,2.5,ILLNESS,treatpain,['specie_1169']
0,17,2.5,ILLNESS,treatwound,['specie_1169']
0,17,2.5,ILLNESS,treatfever,['specie_1169']
0,17,2.5,SHELTER,needclothes,['specie_1169']
0,17,2.5,SHELTER,needshoes,['specie_1169']
0,17,2.5,SHELTER,needwood,['specie_1169']
0,17,2.5,TOOLS,needbasket,['specie_1169']
0,17,2.5,TOOLS,needaxe,['specie_1169']
0,17,2.5,TOOLS,needarrow,['specie_1169']
0,18,2.5,EAT,eatpro,['specie_892']
0,18,2.5,EAT,eatfat,['specie_892']
0,18,2.5,EAT,eatcarb,['specie_892']
0,18,2.5,ILLNESS,treatpain,['specie_892']
0,18,2.5,ILLNESS,treatwound,['specie_892']
0,18,2.5,ILLNESS,treatfever,['specie_892']
0,18,2.5,SHELTER,needclothes,['specie_892']
0,18,2.5,SHELTER,needshoes,['specie_892']
0,18,2.5,SHELTER,needwood,['specie_892']
0,18,2.5,TOOLS,needbasket,['specie_892']
0,18,2.5,TOOLS,needaxe,['specie_892']
0,18,2.5,TOOLS,needarrow,['specie_892']
0,19,2.5,EAT,eatpro,['specie_362']
0,19,2.5,EAT,eatfat,['specie_362']
0,19,2.5,EAT,eatcarb,['specie_362']
0,19,2.5,ILLNESS,treatpain,['specie_362']
0,19,2.5,ILLNESS,treatwound,['specie_362']
0,19,2.5,ILLNESS,treatfever,['specie_362']
0,19,2.5,SHELTER,needclothes,['specie_362']
0,19,2.5,SHELTER,needshoes,['specie_362']
0,19,2.5,SHELTER,needwood,['specie_362']
0,19,2.5,TOOLS,needbasket,['specie_362']
0,19,2.5,TOOLS,needaxe,['specie_362']
0,19,2.5,TOOLS,needarrow,['specie_362']
0,20,2.5,EAT,eatpro,['specie_417']
0,20,2.5,EAT,eatfat,['specie_417']
0,20,2.5,EAT,eatcarb,['specie_417']
0,20,2.5,ILLNESS,treatpain,['specie_417']
0,20,2.5,ILLNESS,treatwound,['specie_417']
0,20,2.5,ILLNESS,treatfever,['specie_417']
0,20,2.5,SHELTER,needclothes,['specie_417']
0,20,2.5,SHELTER,needshoes,['specie_417']
0,20,2.5,SHELTER,needwood,['specie_417']
0,20,2.5,TOOLS,needbasket,['specie_417']
0,20,2.5,TOOLS,needaxe,['specie_417']
0,20,2.5,TOOLS,needarrow,['specie_417']
0,21,2.5,EAT,eatpro,['specie_657']
0,21,2.5,EAT,eatfat,['specie_657']
0,21,2.5,EAT,eatcarb,['specie_657']
0,21,2.5,ILLNESS,treatpain,['specie_657']
0,21,2.5,ILLNESS,treatwound,['specie_657']
0,21,2.5,ILLNESS,treatfever,['specie_657']
0,21,2.5,SHELTER,needclothes,['specie_657']
0,21,2.5,SHELTER,needshoes,['specie_657']
0,21,2.5,SHELTER,needwood,['specie_657']
0,21,2.5,TOOLS,needbasket,['specie_657']
0,21,2.5,TOOLS,needaxe,['specie_657']
0,21,2.5,TOOLS,needarrow,['specie_657']
0,22,2.5,EAT,eatpro,['specie_465']
0,22,2.5,EAT,eatfat,['specie_465']
0,22,2.5,EAT,eatcarb,['specie_465']
0,22,2.5,ILLNESS,treatpain,['specie_465']
0,22,2.5,ILLNESS,treatwound,['specie_465']
0,22,2.5,ILLNESS,treatfever,['specie_465']
0,22,2.5,SHELTER,needclothes,['specie_465']
0,22,2.5,SHELTER,needshoes,['specie_465']
0,22,2.5,SHELTER,needwood,['specie_465']
0,22,2.5,TOOLS,needbasket,['specie_465']
0,22,2.5,TOOLS,needaxe,['specie_465']
0,22,2.5,TOOLS,needarrow,['specie_465']
0,23,2.5,EAT,eatpro,['specie_451']
0,23,2.5,EAT,eatfat,['specie_451']
0,23,2.5,EAT,eatcarb,['specie_451']
0,23,2.5,ILLNESS,treatpain,['specie_451']
0,23,2.5,ILLNESS,treatwound,['specie_451']
0,23,2.5,ILLNESS,treatfever,['specie_451']
0,23,2.5,SHELTER,needclothes,['specie_451']
0,23,2.5,SHELTER,needshoes,['specie_451']
0,23,2.5,SHELTER,needwood,['specie_451']
0,23,2.5,TOOLS,needbasket,['specie_451']
0,23,2.5,TOOLS,needaxe,['specie_451']
0,23,2.5,TOOLS,needarrow,['specie_451']
0,24,2.5,EAT,eatpro,['specie_846']
0,24,2.5,EAT,eatfat,['specie_846']
0,24,2.5,EAT,eatcarb,['specie_846']
0,24,2.5,ILLNESS,treatpain,['specie_846']
0,24,2.5,ILLNESS,treatwound,['specie_846']
0,24,2.5,ILLNESS,treatfever,['specie_846']
0,24,2.5,SHELTER,needclothes,['specie_846']
0,24,2.5,SHELTER,needshoes,['specie_846']
0,24,2.5,SHELTER,needwood,['specie_846']
0,24,2.5,TOOLS,needbasket,['specie_846']
0,24,2.5,TOOLS,needaxe,['specie_846']
0,24,2.5,TOOLS,needarrow,['specie_846']
0,25,2.5,EAT,eatpro,['specie_1001']
0,25,2.5,EAT,eatfat,['specie_1001']
0,25,2.5,EAT,eatcarb,['specie_1001']
0,25,2.5,ILLNESS,treatpain,['specie_1001']
0,25,2.5,ILLNESS,treatwound,['specie_1001']
0,25,2.5,ILLNESS,treatfever,['specie_1001']
0,25,2.5,SHELTER,needclothes,['specie_1001']
0,25,2.5,SHELTER,needshoes,['specie_1001']
0,25,2.5,SHELTER,needwood,['specie_1001']
0,25,2.5,TOOLS,needbasket,['specie_1001']
0,25,2.5,TOOLS,needaxe,['specie_1001']
0,25,2.5,TOOLS,needarrow,['specie_1001']
0,26,2.5,EAT,eatpro,['specie_1507']
0,26,2.5,EAT,eatfat,['specie_1507']
0,26,2.5,EAT,eatcarb,['specie_1507']
0,26,2.5,ILLNESS,treatpain,['specie_1507']
0,26,2.5,ILLNESS,treatwound,['specie_1507']
0,26,2.5,ILLNESS,treatfever,['specie_1507']
0,26,2.5,SHELTER,needclothes,['specie_1507']
0,26,2.5,SHELTER,needshoes,['specie_1507']
0,26,2.5,SHELTER,needwood,['specie_1507']
0,26,2.5,TOOLS,needbasket,['specie_1507']
0,26,2.5,TOOLS,needaxe,['specie_1507']
0,26,2.5,TOOLS,needarrow,['specie_1507']
0,27,2.5,EAT,eatpro,['specie_497']
0,27,2.5,EAT,eatfat,['specie_497']
0,27,2.5,EAT,eatcarb,['specie_497']
0,27,2.5,ILLNESS,treatpain,['specie_497']
0,27,2.5,ILLNESS,treatwound,['specie_497']
0,27,2.5,ILLNESS,treatfever,['specie_497']
0,27,2.5,SHELTER,needclothes,['specie_497']
0,27,2.5,SHELTER,needshoes,['specie_497']
0,27,2.5,SHELTER,needwood,['specie_497']
0,27,2.5,TOOLS,needbasket,['specie_497']
0,27,2.5,TOOLS,needaxe,['specie_497']
0,27,2.5,TOOLS,needarrow,['specie_497']
0,28,2.5,EAT,eatpro,['specie_629']
0,28,2.5,EAT,eatfat,['specie_629']
0,28,2.5,EAT,eatcarb,['specie_629']
0,28,2.5,ILLNESS,treatpain,['specie_629']
0,28,2.5,ILLNESS,treatwound,['specie_629']
0,28,2.5,ILLNESS,treatfever,['specie_629']
0,28,2.5,SHELTER,needclothes,['specie_629']
0,28,2.5,SHELTER,needshoes,['specie_629']
0,28,2.5,SHELTER,needwood,['specie_629']
0,28,2.5,TOOLS,needbasket,['specie_629']
0,28,2.5,TOOLS,needaxe,['specie_629']
0,28,2.5,TOOLS,needarrow,['specie_629']
0,29,2.5,EAT,eatpro,['specie_631']
0,29,2.5,EAT,eatfat,['specie_631']
0,29,2.5,EAT,eatcarb,['specie_631']
0,29,2.5,ILLNESS,treatpain,['specie_631']
0,29,2.5,ILLNESS,treatwound,['specie_631']
0,29,2.5,ILLNESS,treatfever,['specie_631']
0,29,2.5,SHELTER,needclothes,['specie_631']
0,29,2.5,SHELTER,needshoes,['specie_631']
0,29,2.5,SHELTER,needwood,['specie_631']
0,29,2.5,TOOLS,needbasket,['specie_631']
0,29,2.5,TOOLS,needaxe,['specie_631']
0,29,2.5,TOOLS,needarrow,['specie_631']
0,30,2.5,EAT,eatpro,['specie_1265']
0,30,2.5,EAT,eatfat,['specie_1265']
0,30,2.5,EAT,eatcarb,['specie_1265']
0,30,2.5,ILLNESS,treatpain,['specie_1265']
0,30,2.5,ILLNESS,treatwound,['specie_1265']
0,30,2.5,ILLNESS,treatfever,['specie_1265']
0,30,2.5,SHELTER,needclothes,['specie_1265']
0,30,2.5,SHELTER,needshoes,['specie_1265']
0,30,2.5,SHELTER,needwood,['specie_1265']
0,30,2.5,TOOLS,needbasket,['specie_1265']
0,30,2.5,TOOLS,needaxe,['specie_1265']
0,30,2.5,TOOLS,needarrow,['specie_1265']
0,31,2.5,EAT,eatpro,['specie_314']
0,31,2.5,EAT,eatfat,['specie_314']
0,31,2.5,EAT,eatcarb,['specie_314']
0,31,2.5,ILLNESS,treatpain,['specie_314']
0,31,2.5,ILLNESS,treatwound,['specie_314']
0,31,2.5,ILLNESS,treatfever,['specie_314']
0,31,2.5,SHELTER,needclothes,['specie_314']
0,31,2.5,SHELTER,needshoes,['specie_314']
0,31,2.5,SHELTER,needwood,['specie_314']
0,31,2.5,TOOLS,needbasket,['specie_314']
0,31,2.5,TOOLS,needaxe,['specie_314']
0,31,2.5,TOOLS,needarrow,['specie_314']
0,32,2.5,EAT,eatpro,['specie_1572']
0,32,2.5,EAT,eatfat,['specie_1572']
0,32,2.5,EAT,eatcarb,['specie_1572']
0,32,2.5,ILLNESS,treatpain,['specie_1572']
0,32,2.5,ILLNESS,treatwound,['specie_1572']
0,32,2.5,ILLNESS,treatfever,['specie_1572']
0,32,2.5,SHELTER,needclothes,['specie_1572']
0,32,2.5,SHELTER,needshoes,['specie_1572']
0,32,2.5,SHELTER,needwood,['specie_1572']
0,32,2.5,TOOLS,needbasket,['specie_1572']
0,32,2.5,TOOLS,needaxe,['specie_1572']
0,32,2.5,TOOLS,needarrow,['specie_1572']
0,33,2.5,EAT,eatpro,['specie_1486']
0,33,2.5,EAT,eatfat,['specie_1486']
0,33,2.5,EAT,eatcarb,['specie_1486']
0,33,2.5,ILLNESS,treatpain,['specie_1486']
0,33,2.5,ILLNESS,treatwound,['specie_1486']
0,33,2.5,ILLNESS,treatfever,['specie_1486']
0,33,2.5,SHELTER,needclothes,['specie_1486']
0,33,2.5,SHELTER,needshoes,['specie_1486']
0,33,2.5,SHELTER,needwood,['specie_1486']
0,33,2.5,TOOLS,needbasket,['specie_1486']
0,33,2.5,TOOLS,needaxe,['specie_1486']
0,33,2.5,TOOLS,needarrow,['specie_1486']
0,34,2.5,EAT,eatpro,['specie_1598']
0,34,2.5,EAT,eatfat,['specie_1598']
0,34,2.5,EAT,eatcarb,['specie_1598']
0,34,2.5,ILLNESS,treatpain,['specie_1598']
0,34,2.5,ILLNESS,treatwound,['specie_1598']
0,34,2.5,ILLNESS,treatfever,['specie_1598']
0,34,2.5,SHELTER,needclothes,['specie_1598']
0,34,2.5,SHELTER,needshoes,['specie_1598']
0,34,2.5,SHELTER,needwood,['specie_1598']
0,34,2.5,TOOLS,needbasket,['specie_1598']
0,34,2.5,TOOLS,needaxe,['specie_1598']
0,34,2.5,TOOLS,needarrow,['specie_1598']
0,35,2.5,EAT,eatpro,['specie_902']
0,35,2.5,EAT,eatfat,['specie_902']
0,35,2.5,EAT,eatcarb,['specie_902']
0,35,2.5,ILLNESS,treatpain,['specie_902']
0,35,2.5,ILLNESS,treatwound,['specie_902']
0,35,2.5,ILLNESS,treatfever,['specie_902']
0,35,2.5,SHELTER,needclothes,['specie_902']
0,35,2.5,SHELTER,needshoes,['specie_902']
0,35,2.5,SHELTER,needwood,['specie_902']
0,35,2.5,TOOLS,needbasket,['specie_902']
0,35,2.5,TOOLS,needaxe,['specie_902']
0,35,2.5,TOOLS,needarrow,['specie_902']
0,36,2.5,EAT,eatpro,['specie_1405']
0,36,2.5,EAT,eatfat,['specie_1405']
0,36,2.5,EAT,eatcarb,['specie_1405']
0,36,2.5,ILLNESS,treatpain,['specie_1405']
0,36,2.5,ILLNESS,treatwound,['specie_1405']
0,36,2.5,ILLNESS,treatfever,['specie_1405']
0,36,2.5,SHELTER,needclothes,['specie_1405']
0,36,2.5,SHELTER,needshoes,['specie_1405']
0,36,2.5,SHELTER,needwood,['specie_1405']
0,36,2.5,TOOLS,needbasket,['specie_1405']
0,36,2.5,TOOLS,needaxe,['specie_1405']
0,36,2.5,TOOLS,needarrow,['specie_1405']
0,37,2.5,EAT,eatpro,['specie_916']
0,37,2.5,EAT,eatfat,['specie_916']
0,37,2.5,EAT,eatcarb,['specie_916']
0,37,2.5,ILLNESS,treatpain,['specie_916']
0,37,2.5,ILLNESS,treatwound,['specie_916']
0,37,2.5,ILLNESS,treatfever,['specie_916']
0,37,2.5,SHELTER,needclothes,['specie_916']
0,37,2.5,SHELTER,needshoes,['specie_916']
0,37,2.5,SHELTER,needwood,['specie_916']
0,37,2.5,TOOLS,needbasket,['specie_916']
0,37,2.5,TOOLS,needaxe,['specie_916']
0,37,2.5,TOOLS,needarrow,['specie_916']
0,38,2.5,EAT,eatpro,['specie_559']
0,38,2.5,EAT,eatfat,['specie_559']
0,38,2.5,EAT,eatcarb,['specie_559']
0,38,2.5,ILLNESS,treatpain,['specie_559']
0,38,2.5,ILLNESS,treatwound,['specie_559']
0,38,2.5,ILLNESS,treatfever,['specie_559']
0,38,2.5,SHELTER,needclothes,['specie_559']
0,38,2.5,SHELTER,needshoes,['specie_559']
0,38,2.5,SHELTER,needwood,['specie_559']
0,38,2.5,TOOLS,needbasket,['specie_559']
0,38,2.5,TOOLS,needaxe,['specie_559']
0,38,2.5,TOOLS,needarrow,['specie_559']
0,39,2.5,EAT,eatpro,['specie_1257']
0,39,2.5,EAT,eatfat,['specie_1257']
0,39,2.5,EAT,eatcarb,['specie_1257']
0,39,2.5,ILLNESS,treatpain,['specie_1257']
0,39,2.5,ILLNESS,treatwound,['specie_1257']
0,39,2.5,ILLNESS,treatfever,['specie_1257']
0,39,2.5,SHELTER,needclothes,['specie_1257']
0,39,2.5,SHELTER,needshoes,['specie_1257']
0,39,2.5,SHELTER,needwood,['specie_1257']
0,39,2.5,TOOLS,needbasket,['specie_1257']
0,39,2.5,TOOLS,needaxe,['specie_1257']
0,39,2.5,TOOLS,needarrow,['specie_1257']
0,40,2.5,EAT,eatpro,['specie_1432']
0,40,2.5,EAT,eatfat,['specie_1432']
0,40,2.5,EAT,eatcarb,['specie_1432']
0,40,2.5,ILLNESS,treatpain,['specie_1432']
0,40,2.5,ILLNESS,treatwound,['specie_1432']
0,40,2.5,ILLNESS,treatfever,['specie_1432']
0,40,2.5,SHELTER,needclothes,['specie_1432']
0,40,2.5,SHELTER,needshoes,['specie_1432']
0,40,2.5,SHELTER,needwood,['specie_1432']
0,40,2.5,TOOLS,needbasket,['specie_1432']
0,40,2.5,TOOLS,needaxe,['specie_1432']
0,40,2.5,TOOLS,needarrow,['specie_1432']
0,41,2.5,EAT,eatpro,['specie_872']
0,41,2.5,EAT,eatfat,['specie_872']
0,41,2.5,EAT,eatcarb,['specie_872']
0,41,2.5,ILLNESS,treatpain,['specie_872']
0,41,2.5,ILLNESS,treatwound,['specie_872']
0,41,2.5,ILLNESS,treatfever,['specie_872']
0,41,2.5,SHELTER,needclothes,['specie_872']
0,41,2.5,SHELTER,needshoes,['specie_872']
0,41,2.5,SHELTER,needwood,['specie_872']
0,41,2.5,TOOLS,needbasket,['specie_872']
0,41,2.5,TOOLS,needaxe,['specie_872']
0,41,2.5,TOOLS,needarrow,['specie_872']
0,42,2.5,EAT,eatpro,['specie_1419']
0,42,2.5,EAT,eatfat,['specie_1419']
0,42,2.5,EAT,eatcarb,['specie_1419']
0,42,2.5,ILLNESS,treatpain,['specie_1419']
0,42,2.5,ILLNESS,treatwound,['specie_1419']
0,42,2.5,ILLNESS,treatfever,['specie_1419']
0,42,2.5,SHELTER,needclothes,['specie_1419']
0,42,2.5,SHELTER,needshoes,['specie_1419']
0,42,2.5,SHELTER,needwood,['specie_1419']
0,42,2.5,TOOLS,needbasket,['specie_1419']
0,42,2.5,TOOLS,needaxe,['specie_1419']
0,42,2.5,TOOLS,needarrow,['specie_1419']
0,43,2.5,EAT,eatpro,['specie_1170']
0,43,2.5,EAT,eatfat,['specie_1170']
0,43,2.5,EAT,eatcarb,['specie_1170']
0,43,2.5,ILLNESS,treatpain,['specie_1170']
0,43,2.5,ILLNESS,treatwound,['specie_1170']
0,43,2.5,ILLNESS,treatfever,['specie_1170']
0,43,2.5,SHELTER,needclothes,['specie_1170']
0,43,2.5,SHELTER,needshoes,['specie_1170']
0,43,2.5,SHELTER,needwood,['specie_1170']
0,43,2.5,TOOLS,needbasket,['specie_1170']
0,43,2.5,TOOLS,needaxe,['specie_1170']
0,43,2.5,TOOLS,needarrow,['specie_1170']
0,44,2.5,EAT,eatpro,['specie_1108']
0,44,2.5,EAT,eatfat,['specie_1108']
0,44,2.5,EAT,eatcarb,['specie_1108']
